id,text,order,image,solution_pdf,series_id
625,"Požiarny evakuačný plán v tvare päťuholníka $ABCDE$ má všetky strany rovnako dlhé a uhly pri strane $AB$ sú pravé. Bod $X$ je priesečník úsečiek $AD$ a $BE$. Dokážte, že $|DX| = |BX|$.",3,,,91
631,"Majme dotyčnicový štvoruholník $ABCD$ rozdelený uhlopriečkou $AC$ na 2 trojuholníky. Dokážte, že kružnica vpísaná trojuholníku $ABC$ sa dotkne úsečky $AC$ v rovnakom bode ako kružnica vpísaná trojuholníku $ADC$.",1,,,92
632,"Majme štvorcovú tabuľku s rozmermi $n \times n$. Každé políčko tabuľky je zafarbené červenou, zelenou alebo žltou farbou. Bez toho, aby sme videli tabuľku, si musíme tipnúť, či je v nej párny alebo nepárny počet červených políčok. Čo si máme tipnúť v závislosti od $n$, aby sme mali väčšiu šancu, že si tipneme správne? Vieme, že každé možné ofarbenie tabuľky je rovnako pravdepodobné.",2,,,92
633,"Konvexný 2020-uholník má všetky svoje vrcholy v mrežových bodoch (teda majú celočíselné súradnice) a má celočíselné strany. Dokážte, že obvod tohto útvaru je párne číslo.",3,,,92
634,"Medzi všetkými nezápornými číslami reprezentovanými vzťahom $36^k-5^l$, kde $k$ a $l$ sú kladné celé čísla, nájdite najmenšie. Svoje tvrdenie dokážte.",4,,,92
635,"V rovine je bod s celočíselnými súradnicami $[x,y]$, avšak tieto súradnice nepoznáme. Poznáme však hodnoty výrazov $x^2+y$ a $y^2+x$, pričom tieto hodnoty sú rôzne. Dokážte, že s týmito informáciami vieme jednoznačne určiť súradnice hľadaného bodu.",5,,,92
636,"Majme $k$ prepínačov v rade. Každý prepínač ukazuje hore, doprava, dole alebo doľava. Ak tri susedné prepínače ukazujú rôznymi smermi, prepneme všetky tri do štvrtého smeru. Ak by v jednom momente bolo viac takýchto trojíc, prepneme tú najviac naľavo. Ukážte, že sa proces zastaví.",6,,,92
637,"Majme čísla od $1$ do $n$. Pre každé $n$ nájdite najväčšie $k$ také, že naše čísla vieme rozdeliť do $k$ skupín s rovnakým súčtom.",1,,,93
638,"Majme rovnostranný trojuholník. Každá jeho strana je rozdelená na $k$ rovnakých častí pomocou $k-1$ bodov. Týmito bodmi veďme rovnobežky so zvyšnými dvoma stranami trojuholníka. Takto vznikne trojuholníková sieť zložená z $k^2$ menších trojuholníkových políčok. Nazvime reťaz takú sekvenciu políčok, že každé políčko je v nej zahrnuté maximálne raz a po sebe nasledujúce políčka majú spoločnú stranu. Aká je najdlhšia možná reťaz?",2,,,93
639,"Každé z čísel $a_1, a_2, \dots , a_n$ je rovné $1$ alebo $-1$ a platí 
$$a_1a_2a_3a_4 + a_2a_3a_4a_5 + a_3a_4a_5a_6 + \dots + a_{n-1}a_na_1a_2 + a_na_1a_2a_3 = 0$$
Dokážte, že $n$ je deliteľné 4.",3,,,93
640,"Je daný štvorsten $ABCD$. Po úsečke $AB$ sa pohybuje bod $X$. Označme $P$ pätu výšky spustenej z bodu $D$ na priamku $CX$. Určte množinu bodov $P$, ktoré vyhovujú zadaniu.",4,,,93
641,"Nájdite najväčšie číslo $p$ také, že je možné na šachovnicu $2019\times 2019$ umiestniť $p$ pešiakov a $p+2019$ veží tak, aby sa žiadne dve veže neohrozovali. (Dve veže sa ohrozujú, ak sú v tom istom riadku alebo stĺpci a všetky políčka medzi nimi sú prázdne).",5,,,93
642,"Nech $ABC$ je ostrouhlý nerovnoramenný trojuholník, $M$ je stred strany $BC$ a $AD$ je os uhla pri vrchole $A$, pričom $D$ leží na strane $BC$. Kružnica opísaná trojuholníku $ADM$ pretína $AB$ v bode $E$ a $AC$ v bode $F$. Bod $I$ je stred $EF$ a $MI$ pretína priamky $AB$ v bode $X$ a $AC$ v bode $Y$. Dokážte, že $AXY$ je rovnoramenný.",6,,,93
629,"Balónov bolo sedem a na každom z nich bolo napísané jedno číslo. Ak by sme sčítali čísla na všetkých siedmich balónoch, vyšlo by nám $280$. Súčet čísel na tých štyroch, ktoré im ostali, je $178$. Dievčatkám uleteli tri balóny: modrý, zelený a červený. Na zelenom bolo napísané číslo dvakrát väčšie ako na modrom. Na červenom balóne bolo číslo trikrát väčšie ako na modrom balóne. Aké čísla boli na balónoch, ktoré uleteli? Nájdite všetky riešenia a odôvodnite, že iné nie sú.",1,,,95
630,"Perník má pred sebou dve drevené kocky a chcel by na ich steny napísať čísla od $0$ po $9$ tak, aby bolo pomocou nich možné vyskladať každé číslo od $01$ po $31$ (jednociferné čísla sú s nulou na začiatku, takže vždy je potrebné použiť obe kocky). Čísla na stenách kocky sa môžu samozrejme opakovať. Vie perník dané čísla takto rozdeliť? Ak áno, ako? Ak nie, prečo? Svoje riešenie poriadne zdôvodnite.",2,,,95
643,"Na obrázku je štvorec $ABCD$ so stranou dĺžky 10 cm. Vnútri neho leží menší štvorec $EFGH$. Vieme, že strany $AB$, $CD$, $EF$ a $GH$ sú všetky navzájom rovnobežné a strana $EF$ je rovnako vzdialená od $AB$ ako strana $GH$ od $CD$. Strana $EH$ je rovnako vzdialená od $AD$ ako strana $FG$ od $BC$. Plocha vnútri $ABCD$ a zároveň mimo štvorca $EFGH$ je označená sivou. Priamka $p$, ktorá je rovnobežná s $AB$ vo vzdialenosti 6 cm, rozdeľuje sivú plochu na dve časti (ako na obrázku). Obsah jednej časti je o 12 cm 2 väčší ako obsah druhej. Vypočítajte dĺžku strany $EF$. Úlohu neriešte rysovaním.

",3,,,95
644,"Počet myšiek je trojciferné prirodzené číslo. Súčet cifier počtu myšiek je $11$. Keď vezmeme jeho cifry a každú z nich vynásobíme samú so sebou a následne tieto súčiny sčítame, tak dostaneme $45$ (napr. ak máme číslo 142, tak dostaneme $1 \cdot 1 + 4 \cdot 4 + 2 \cdot 2 = 21$). Ak od tohto čísla odčítame $198$, získame trojciferné číslo, v ktorom sú tieto cifry v opačnom poradí. Aké je pôvodné číslo? Nájdite všetky možnosti a zdôvodnite, prečo iné nie sú.",4,,,95
645,"Stánok sa skladá z rovnostranného trojuholníka $ABC$, štvorca $BCDE$ a pravidelného päťuholníka $EFGHB$, ako vidno na obrázku. Aký je rozdiel medzi uhlami $ADE$ a $AHE$? Ak máte s úlohou problém, tak by vám mohlo pomôcť naše Edukačné okienko z minuloročného časopisu Malynár-28-4. Úlohu neriešte rysovaním.

",5,,,95
646,"a) Na súťaži je $8$ súťažiacich. Odohrali sa $3$ kolá zápasov, pričom v každom kole každý súťažiaci musel s niekým hrať. Nikto nehral viackrát s rovnakým súperom. Po konci celej súťaže si rozhodca povedal, že chce súťažiacich rozdeliť do dvoch skupín tak, aby každý súťažiaci hral iba so súťažiacimi zo svojej skupiny. Mohol turnaj prebehnúť tak, aby sa mu toto rozdelenie podarilo? Ak áno, ako? Ak nie, prečo? 
b) Na súťaži máme $10$ tímov. Odohrali sa $4$ kolá zápasov, pričom v každom kole každý tím musel s niekým hrať. Nikto nehral viackrát s rovnakým súperom. Po konci celej súťaže si rozhodca povedal, že chce tímy rozdeliť do dvoch skupín tak, aby každý tím hral iba s tímami zo svojej skupiny. Mohol turnaj prebehnúť tak, aby sa mu toto rozdelenie podarilo? Ak áno, ako? Ak nie, prečo?
",6,,,95
647,"O lístok na atrakciu sa hádali jednorožec, Cukrová Lama a myška. Perníček povedal Cukrovej Lame: Lama, ty si nevyhrala. Ale dostaneš aspoň nejaké tokeny. Potom povedal jednorožcovi: Lama naozaj nevyhrala. A dokonca ani nedostane tokeny. Nakoniec povedal myške: Myška, nebola si najlepšia. Víťazom je jednorožec. Na záver ešte dodal, že každému povedal najviac jednu nepravdivú vetu. Kto vyhral lístok a prečo?",1,,,97
648,"Keď sa na kôš pozeráme zhora, otvor vyzerá ako pyramída na obrázku, ktorá sa skladá zo $6$ rovnakých symetricky uložených štvorcov (vždy v stredoch v strán). Lístok sa nachádza niekde na vrchu v sivej časti. Akú plochu musí Perníček prehľadať, aby našiel lístok, ak celá pyramída má obsah $600$?

",2,,,97
649,"V trojpodlažnom dome (prvé podlažie je najspodnejšie a tretie najvrchnejšie), do ktorého perníček prišiel, sa momentálne nachádza $42$ stvorení, pod ktorými (na nižších podlažiach) sa niekto nachádza a $48$ stvorení, nad ktorými (na vyšších podlažiach) sa niekto nachádza. Na druhom podlaží je momentálne polovica všetkých stvorení nachádzajúcich sa v dome. Koľko je všetkých stvorení v dome? Koľko stvorení sa nachádza na každom podlaží?",3,,,97
650,"Na obrázku sú vyznačené 4 bodky a 4 sivé oblasti. Do každej bodky a každej oblasti chceme napísať jedno prirodzené číslo od 1 do 8 (každé číslo môžeme použiť práve raz). Navyše musí platiť, že číslo, ktoré je napísané v každej oblasti je vždy tretinou súčtu troch čísel, ktoré sú v bodkách, ktoré sa dotýkajú, respektíve nachádzajú v danej oblasti. Vieme takto čísla rozdeliť? Svoje riešenie zdôvodnite.

",4,,,97
651,"Posteľ má tvar lichobežníka $ABCD$ s dĺžkami základní $|AB|=8$ a $|CD| = 5$. Lichobežník je taký štvoruholník, ktorého dve strany (základne) sú navzájom rovnobežné. Uhol $BCD$ má $110$  stupňov a uhol $BAD$ má $50$ stupňov. Bod $X$ leží na strane $AB$ tak, že $|AX| = 3$. Perníček si bude vedieť správne naštelovať posteľ, keď zistí veľkosť uhla $ADX$. Ak máte s úlohou problém, tak by vám mohlo pomôcť naše Edukačné okienko z minuloročného časopisu Malynár-28-4. Úlohu neriešte rysovaním.

",5,,,97
652,"Na tabuľke máme číslo $1$. Vždy môžeme vykonať jednu z týchto akcií:
- ku číslu pripočítať $9$ak je číslo aspoň $6$, tak od neho odpočítať $6$vynásobiť ho samým sebou
Vieme niekedy dostať $0$? Svoje riešenie poriadne zdôvodnite.",6,,,97
653,"Mihál nazýva kladné celé číslo mimoňským obľúbeným číslom, ak sa toto číslo po vynásobení svojím ciferným súčtom zväčší $10$-krát. Mihál hľadal mimoňské obľúbené čísla a, keď ich niekoľko našiel, všetky ich medzi sebou vynásobil a vyšlo mu $532$. V spánku však zabudol, ktoré čísla našiel. Ktoré čísla to boli, ak viete, že ich bolo viac ako jedno?",1,,,98
654," Body $A$, $B$, $C$, $D$, $E$, $F$, $L$ sú ako na obrázku. Veľkosť uhla $ABC$ je $110$ stupňov a veľkosť uhla $EFL$ je $130$ stupňov. Priamka $AB$ je rovnobežná s priamkami $FL$ a $DE$ a zároveň je priamka $CD$ rovnobežná s priamkou $FE$. Aká je veľkosť uhla $BCD$?

",2,,,98
655,"Na stole sa nachádza $20$ pokrových žetónov. Špenát Šrac a Chlieb Cézar hrajú hru, v ktorej sa striedajú v ťahoch a Šrac začína. Jeden ťah je odhodenie nejakého počtu žetónov. Odhodiť môžu toľko žetónov, koľko si vyberú, ale stále musia odhodiť aspoň jeden a nikdy nemôžu odhodiť naraz viac ako polovicu žetónov, ktoré budú zostávať na stole. Prehráva jedlo, ktoré už nevie spraviť korektný ťah. Je možné, aby jedno jedlo donútilo to druhé stále prehrať? Ak áno, ako?",3,,,98
656,"Rúčka mala tvar rovnostranného trojuholníka $ABC$, kde na strane $BC$ leží bod $F$.  Obsah trojuholníka $ABF$ je trikrát väčší ako obsah trojuholníka $ACF$ a rozdiel obvodov týchto dvoch trojuholníkov je $5$. Určte dĺžku strany trojuholníka $ABC$.",4,,,98
657,"Na obvode hypnotického kruhu je vyznačených šesťdesiat bodov, z ktorých tridsať je zafarbených načerveno, dvadsať je zafarbených namodro a desať je zafarbených nazeleno. Tieto body rozdeľujú kružnicu na šesťdesiat oblúkov. Každému z týchto oblúkov je pridelené číslo podľa farieb jeho koncových bodov: oblúku medzi červeným a zeleným bodmi je priradené číslo $1$, oblúku medzi červeným a modrým bodmi je pridelené číslo $2$ a oblúku medzi modrým a zeleným bodmi je priradené číslo $3$. Oblúk medzi dvoma bodmi rovnakej farby je označený číslom $0$. Aký je najväčší možný súčet všetkých čísel priradených oblúkom?",5,,,98
658,"Strelec cvičil streľbu na pizzu. V strede pizze bolo koliesko klobásy a zvyšok pizze bol pokrytý syrom. Strelec vystrelil dvadsaťkrát. Keď sa traﬁl do klobásy, získal $30$ bodov, keď sa traﬁl do časti, kde je syr, získal $18$ bodov, a ak traﬁl okraj pizze, získal $6$ bodov. Mohlo sa stať aj to, že sa do pizze ani netraﬁl, a potom nezískal žiaden bod. Na svojom celkovom skóre si všimol, že jeho priemerný bodový zisk za trafenie sa do pizze je $17$ bodov (strely mimo pizze do priemeru nepočítal). Koľko najviac mohol streliť bodov?",6,,,98
664,"Na frisbee kempe bolo niekoľko hráčov a každý z nich nadiktoval trénerom čísla svojich dresov. Každý dres má na sebe nepárne číslo. Trénerka vynásobila všetky dresové čísla dohromady, odčítala od súčinu jednotku a zapísala si polovicu výsledného čísla. Tréner nevie násobiť veľa čísel, a tak radšej od každého dresového čísla odčítal jednotku a potom ho vydelil dvomi. Dostal tak nový zoznam čísel, v ktorom všetky čísla sčítal a zapísal si výsledok. Ukážte, že čísla, ktoré si tréner a trénerka zapísali, majú rovnakú paritu. ",6,,,99
663,"Máme $7$ pravých a $7$ falošných diskov, ktoré sú o trochu ľahšie. Máme aj robota, ktorý funguje ako rovnoramenné váhy. Ak mu dáme do dvoch rúk rovnako vážiace disky (alebo skupiny diskov), tak nám to povie. Ak disky (alebo skupiny diskov) v jeho rukách majú rôzne hmotnosti, tak nám povie, v ktorej ruke je ťažší disk (alebo skupina diskov) a zároveň si jeden náhodný disk z ťažšej skupiny vezme ako odmenu. My vyhráme, ak sa nám podarí identifikovať s istotou aspoň jeden pravý disk, ktorý si robot nevzal ako odmenu (nezáleží na tom, o koľko pravých diskov pri tom prídeme). Vieme vyhrať? Ak áno, napíšte ako, ak nie, vysvetlite prečo.",5,,,99
659,"
V Kamirlande vznikol nový tím FírKe. Na tréningu si hráči nahrávajú disk. O FírKe je známe, že na jednom tréningu nehodia disk menej ako $77$-krát ani viac ako $88$-krát. Tiež platí, že na každom tréningu je počet diskov, ktoré hráči chytia, dvakrát väčší ako počet diskov, ktoré hráči nechytia.


- Koľko najmenej diskov môžu hráči chytiť za tréning?
- Môže tím mať $55$ tréningov, počas ktorých nechytili $1600$ diskov?
",1,,,99
660,"

Frisbeesti hrajú turnaj vo futbale. Zúčastnili sa tímy Plasto-Kus, FírKe, UpSky a OverLeft a každý tím hral s každým. Za výhru si tím pripíše $3$ body, za remízu $1$ bod a porazený tím nedostane žiadny bod. Poradie sa určilo podľa počtu bodov, v prípade rovnosti bodov rozhoduje vzájomný zápas. V prípade, že zápas skončil remízou, skončil lepšie tím, ktorý dostal menej gólov za celý turnaj. Určte, ako dopadol zápas medzi Plasto-Kusom a FírKe, ak tabuľka na konci turnaja vyzerala takto:



 Poradie 
 Názov tímu 
 Skóre 
 Body 


 1. 
 Plasto-Kus 
 7:3 
 5 


 2. 
 FírKe 
 4:4 
 4 


 3. 
 UpSky 
 1:1 
 4 


 4. 
 OverLeft 
 1:5 
 3 

",2,,,99
661,"Tréner pripravil pre hráčov na rozcvičku kruhový plánik, ktorý má $12$ stanovísk označených kuželkami očíslovanými od $1$ po $12$. Tréner zakričí číslo $1$ a hráči sa vtedy postavia na stanovisko s číslom $1$. Postupne tréner kričí nasledujúce prirodzené čísla a pri každom čísle sa hráči posunú o jedno stanovisko v kruhu (z dvanásteho idú naspäť na prvé, ale čísla sa ďalej zvyšujú). Vždy, keď je aktuálne zakričané číslo prvočíslo, tak kuželku označujúcu stanovisko vymenia za farebný disk (na stanovisku označenom farebným diskom už nič nemenia). Budú niekedy vymenené všetky kuželky za farebné disky? Ak áno, vysvetlite, ako sa to stane. Ak nie, tak ukážte, ktoré kuželky sa im podarí vymeniť za disk a prečo sa im nepodarí vymeniť tie zvyšné.",3,,,99
662,"Na obrázku máme ihrisko tvorené pravidelným šesťuholníkom s nasledovne vyznačenými uhlopriečkami. Vieme, že jeho vyfarbená časť má obsah $1cm^2$. Aký obsah má celý šesťuholník?

",4,,,99
665,"Artuš, Bambi, Celestia a Dolores sa hádajú o tom, kto z nich ich prihlásil na súťaž. Po otázke, kto to urobil, nám povedia toto:

- Artuš: “Bambi poslala prihlášku. Ja som to nebol.”
- Bambi: “Celestia ju poslala. Artuš to naozaj nebol.”
- Celestia: “Bambi to nebola. Ja som poslala tú prihlášku.”
- Dolores: “Celestia to nebola. Bol to Artuš.”

Vieme, že každý z nich povedal jednu pravdivú a jednu nepravdivú vetu. Vieme s určitosťou povedať, kto poslal prihlášku?",1,,,100
666,"Medzi Artušom a Bambi prebehol tento rozhovor:

- Bambi: ""Koľko z tvojich súrodencov má práve $3$ sestry?""
- Artuš: ""Aspoň polovica z nich.""
- Bambi: ""A koľko z tvojich súrodencov má aspoň $4$ bratov?""
- Artuš: ""Nie viac ako polovica z nich.""

Koľko je možností na počty bratov a sestier, ktoré môže mať Artuš a aké to sú?",2,,,100
667,"Číslo letu je trojciferné prirodzené číslo, ktoré má všetky svoje cifry nepárne. Ak k nemu pripočítam $421$, dostanem trojciferné číslo, ktoré má všetky svoje cifry párne. Nájdite všetky čísla letu, ktoré to spĺňajú.",3,,,100
668,"Máme úsečku $AD$. Na nej vyznačíme body $B$ a $C$ tak, že $|AB| < |AC|$ a platí $|AC| = 2 \cdot |AB| + |CD|$. Vieme, že $CXB$ je pravouhlý trojuholník s pravým uhlom pri vrchole $C$ a $45^{\circ}$ veľkým vnútorným uhlom pri $X$. Jeho strana $CX$ je dlhá $14$ cm. Aká je dlhá pôvodná úsečka $AD$?",4,,,100
669,"Mýtický boh Šari ukladá hory do políčok mriežky $3\times3$. Do každého políčka môže položiť ľubovoľný počet hôr a niektoré políčka môže nechať aj prázdne. Keď ich uloží, tak spočíta počet hôr v každom riadku aj v každom stĺpci. Snaží sa ich uložiť tak, aby týchto $6$ počtov bolo navzájom rôznych. Koľko najmenej hôr na to mýtický boh Šari potrebuje? Vysvetlite, prečo mu na to menej hôr nestačí a nakreslite, ako ich má uložiť.",5,,,100
670,"Ujo mal kalkulačku, ktorá vybuchne, ak sa na nej zobrazí číslo menšie ako $0$. Na začiatku je na kalkulačke číslo $1$. Sú na nej iba tlačítka s operáciami $-6, -42$ a $*7$. Koľko čísel od $1$ do $1000$ (vrátane) vie pomocou týchto operácií na kalkulačke získať? Na kalkulačke sa počas výpočtu môžu zobraziť aj čísla väčšie ako $1000$.",6,,,100
671,"Po vytrvalom trénovaní počas leta si chcel tréner svojich hráčov odvážiť, aby zistil, aký pokrok urobili. Stálo pred ním $11$ hráčov, o ktorých vedel, že schudli nasledovne:

- všetci hráči schudli dokopy $40kg$,
- hráči na párnych pozíciách schudli dokopy $16,5kg$,
- hráči na pozíciách deliteľných 3 schudli dokopy $12,5kg$,
- súčet hmotností, ktoré schudli dvaja krajní a traja prostrední hráči je dokopy $19kg$.

Zabudol však, koľko schudol stredný (šiesty) hráč. Koľko to je?",1,,,101
672,"Na turnaj prišlo $35$ hráčov vrátane teba. Medzi niektorými z vás už existujú vzájomné priateľstvá a zároveň každý hráč má aspoň $17$ kamarátov. Skamarátiť sa s nejakým hráčom je možné iba vtedy, ak sa s ním kamaráti už niektorý z tvojich doterajších kamarátov. Ukáž, že sa vieš skamarátiť so všetkými hráčmi.",2,,,101
673,"Na obrázku je nakreslený návrh nových kraťasov. Tie sú tvorené pravidelným šesťuholníkom $ABCDEF$ a dvoma štvorcami $BAXY$ a $CBZT$. Na kraťasoch sú dva vzory $CDPQ$ a $DERS$, ktoré sú tiež štvorce. Ukážte, že $|PS| = |YZ|$.

",3,,,101
674,"Na frisbee campe sú pravdovravci a klamári. Všetci pravdovravci hovoria vždy pravdu a všetci klamári vždy klamú. Niektorí pravdovravci sa rozhodli hrať HotBox, podobne niektorí klamári začali hrať discgolf. Ľudia na campe sa združili do rôznych tímov, pričom hráč môže patriť do viacerých tímov. Tímy, ktoré vznikli na frisbee campe, spĺňajú nasledujúce $4$ podmienky:

- Všetci pravdovravci, ktorí hrajú HotBox, tvoria tím.
- Všetci klamári, ktorí hrajú discgolf, tvoria tím.
- Pre každý tím $T$ platí, že tí hráči, ktorí nie sú v tíme $T$, tvoria tiež tím.
- Ku každému tímu $T$ existuje aspoň jeden hráč, ktorý o sebe prehlasuje, že je členom tímu $T$ (jeho tvrdenie nemusí byť pravdivé, môže to byť klamár).

Ukážte, že na turnaji je aspoň jeden pravdovravec, ktorý nehrá HotBox, a aspoň jeden klamár, ktorý nehrá discgolf. Zistite, či všetci pravdovravci tvoria jeden tím, a toto svoje zdôvodnenie vysvetlite.",4,,,101
675,"Nedávno si si zmenil číslo svojho dresu. Toto číslo $n$ má po delení $3$ zvyšok $2$. Ukáž, že potom existuje prvočíslo $p$, ktoré delí $n$ a tiež má po delení $3$ zvyšok $2$.",5,,,101
676,"Po dlhom dni plnom zápasov sa Marco rozhodol, že si zahrá hru. Nakreslil si rovnostranný trojuholník, ktorý rozdelil na $9$ menších trojuholníkov. V každom malom trojuholníku je napísané číslo $0$. Hra spočíva v tom, že Marco si v každom ťahu vyberie $2$ trojuholníky, ktoré majú spoločnú stranu, a pričíta alebo odčíta rovnaké celé číslo od oboch čísel, ktoré sú v trojuholníkoch napísané. Po nejakom čase si uvedomí, že čísla napísané na $9$ trojuholníkoch sú v nejakom poradí $n$, $n+1$,..., $n+8$, kde $n$ je nezáporné celé číslo. Ukážte, že hodnota $n$ môže byť len $0$ alebo $2$ (nemusíte ukazovať, že to pre tieto hodnoty môže nastať).

",6,,,101
677,"Dolores má presýpacie hodiny, ktoré sa celé presypú za $4$ minúty, a presýpacie hodiny, ktoré sa presypú za $11$ minút. Navrhnite postup, ako pomocou týchto dvoch presýpacích hodín odmerá $10$ minút.",1,,,102
678,"Celestia si predstavovala päť kamarátov, ktorí sa dohadujú, kto spolu pôjde na dovolenku. Zistite, kto nakoniec šiel, ak viete, že platí:

- Ak išla Uršula, tak išiel aj Zdeno. (To znamená, že Zdeno môže ísť, aj keď Uršula nepôjde.)
- Išla buď Xilofénia, alebo Viktor, alebo obaja spolu.
- Išiel buď Zdeno, alebo Yvon, ale nie obaja spolu.
- Viktor a Yvon išli buď obaja spolu, alebo ani jeden.
- Ak išla Xilofénia, tak išli aj Uršula a Viktor. (Každý z dvojice Uršula a Viktor môže ísť, aj keď Xilofénia nepôjde.)
",2,,,102
679,"Gazdiná Iréna pripravila $25$ sushi pre ľudí pri stole. Potom spočítala, že by si každý mohol zobrať dva, ale po troch by už na všetkých nevyšlo. Povedala si, že keby vyrobila ešte $10$ sushi, mohol by si každý pri stole vziať tri, ale štyri nie každý. Nakoniec prichystala dokopy $52$ sushi. Každý pri stole by si teda mohol vziať štyri sushi, ale po päť by už na všetkých nevyšlo. Koľko ľudí pri stole gazdiná Iréna čakala?",3,,,102
680,"Do šachovnice $7\times7$ vpíšeme postupne čísla od $1$ do $49$ tak, že začneme v ľavom hornom rohu, a pokračujeme postupne po riadkoch. Vieme na túto šachovnicu položiť $3$ tetrominá ako na obrázku tak, aby súčet všetkých čísel prekrytých týmito tetrominami (tetrominá sa nemôžu prekrývať navzájom) bol deliteľný $4$?
",4,,,102
681,"Čierni nindžovia sa chystajú útočiť a starček predpovedal, za koľko minút by prišli. Predpovedal $5$ časov v minútach (minúty sú celé a hodnoty predpovedí sa môžu opakovať). Vypočítal súčty všetkých dvojíc medzi nimi. Vyšli mu však len tri rôzne výsledky: $57, 70$ a $83$. Aký bol najväčší počet minút, ktorý predpovedal?",5,,,102
682,"E skáče svojím prstom po dvoch ramenách uhla ako na obrázku. Všetky jeho skoky sú rovnakej dĺžky. Začína z vrcholu uhla a po siedmich skokoch sa vráti naspäť do tohto vrcholu. Aká je veľkosť tohto uhla?


Ak by ste sa chceli dozvedieť niečo o uhloch, v minulosti sme spísali edukačné okienko. Nájsť ho môžete v tomto časopise od strany 9.",6,,,102
683,"Pre každé celé číslo $n$ od $1$ do $100$ vrátane si na papier napíšeme najmenšie číslo, ktoré má práve $n$ deliteľov. Koľko z týchto čísel bude deliteľných troma?",1,,,103
684,"Nech $P$ je konečná množina bodov v rovine, nie nutne vo všeobecnej polohe (t.j. môže sa stať, že na priamke leží tri a viac bodov). Predpokladajme, že množina $P$ spĺňa to, že v konvexnom obale každých piatich bodov (konvexný obal je najmenší konvexný útvar obsahujúci dané body), ale nie na jeho hranici, leží aspoň jeden ďalší bod. Dokážte, že potom každý konvexný päťuholník $Q$ určený bodmi z $P$ obsahuje aspoň jeden bod z $P$ vo vnútornom päťuholníku určenom uhlopriečkami päťuholníka $Q$.",2,,,103
685,"Do školy chodí niekoľko chlapcov a dievčat. Existuje kladné celé číslo $k \geq 2$ také, že každý chlapec sa rozpráva s práve $k$ dievčatami a každé dievča sa rozpráva s práve $k$ chlapcami, pričom rozprávanie sa je vzájomné a chlapci ani dievčatá sa medzi sebou nerozprávajú. Keď sa žiak dozvie klebetu, povie ju všetkým žiakom, s ktorými sa rozpráva, a ak sú v škole všetci, dozvie sa každú klebetu každý. Dano, ktorý je jeden zo žiakov, dnes jediný neprišiel do školy. Ukážte, že aj tak sa klebeta od ľubovoľného žiaka v škole dostane ku každému inému žiakovi v škole.",3,,,103
686,"Na kružnici $k$ ležia postupne body $A$, $X$, $B$, $C$ a $D$, pričom $|AX|=|BX|$. Nech $M$ je priesečník priamok $XC$ a $BD$ a nech $N$ je priesečník $XD$ a $AC$. Ďalej nech $K$ a $L$ sú body, v ktorých priamka $MN$ pretína kružnicu $k$. Dokážte, že $|KX|=|LX|$.",4,,,103
687,"Majme kladné reálne čísla $x$, $y$, $z$, pre ktoré platí: $x+y+z \leq 4$ a $xy+yz+zx \geq 4$. Ukážte, že aspoň 2 z nerovností $|x-y|\leq 2$, $|y-z|\leq 2$, $|z-x|\leq 2$ platia.   ",5,,,103
688,"Na úsečke $AC$ zvolíme ľubovoľne jej vnútorný bod $B$. Zostrojme postupne kružnice $k_1$, $k_2$, $k$ nad priemermi $AB$, $BC$, $AC$. Bodom $B$ veďme ľubovoľnú priamku $p$, ktorá pretína kružnicu $k$ v bodoch $P$, $Q$ a kružnice $k_1$, $k_2$ v bodoch $R$, $T$. Dokážte, že platí $|PR| = |QT|$.",6,,,103
689,"Mihál má váhu, na ktorú dáva kladné celé čísla. Na začiatku má na každej strane nejaké kladné celé číslo. V každom kroku zvolí ďalšie kladné celé číslo, ktoré pripočíta k číslu na ľavej strane a ktorým vynásobí číslo na pravej strane. Mihál je šťastný, ak sú po nejakom počte krokov obe čísla rovnaké. Ukážte, že ak je na začiatku na pravej strane váhy číslo $a\geq 2$, tak vie Mihál dosiahnuť rovnosť čísel vykonaním nanajvýš $a-1$ krokov. ",1,,,104
690,"Nájdite najmenšie reálne číslo $p$, pre ktoré pre ľubovoľnú dvojicu kladných reálnych čísel $a, b$ platí

$$ a+b-p\sqrt{ab} \leq \sqrt{a^2+b^2}. $$",2,,,104
691,"Na stole je $m$ modrých a $z$ zelených kamienkov ($m$ a $z$ sú kladné celé čísla). Timka a Žanetka hrajú hru a striedajú sa v ťahoch, pričom Timka začína. Hráčka vo svojom ťahu odoberie $k$ kamienkov jednej farby zo stola, pričom $k$ musí byť deliteľ počtu kamienkov danej farby, ktoré sú pred začatím tohto ťahu na stole. Tá, ktorá zoberie posledný kamienok, vyhráva. Zistite, ktorá z nich má víťaznú stratégiu a popíšte ju.",3,,,104
